characterName,actorName,episode,season,characterType,firstName
Daphne Moon,Jane Leeves,1,1,main,Daphne
Delivery Man,Cleto Augusto,1,1,other,Delivery
Frasier Crane,Kelsey Grammer,1,1,main,Frasier
Niles Crane,David Hyde Pierce,1,1,main,Niles
Eddie,Moose,1,1,recurring,Eddie
Claire,Linda Hamilton,1,1,other,Claire
Russell,Griffin Dunne,1,1,other,Russell
Martin Crane,John Mahoney,1,1,main,Martin
Roz Doyle,Peri Gilpin,1,1,main,Roz
Waitress,Gina Ravera,1,1,other,Waitress
Bulldog Briscoe,Dan Butler,2,1,recurring,Bulldog
Daphne Moon,Jane Leeves,2,1,main,Daphne
Frasier Crane,Kelsey Grammer,2,1,main,Frasier
Niles Crane,David Hyde Pierce,2,1,main,Niles
Leonard,Christopher Reeve,2,1,other,Leonard
Martin Crane,John Mahoney,2,1,main,Martin
Roz Doyle,Peri Gilpin,2,1,main,Roz
Daphne Moon,Jane Leeves,3,1,main,Daphne
Frasier Crane,Kelsey Grammer,3,1,main,Frasier
Niles Crane,David Hyde Pierce,3,1,main,Niles
Eddie,Moose,3,1,recurring,Eddie
Hostess,Eve Brent,3,1,other,Hostess
Martin Crane,John Mahoney,3,1,main,Martin
Pam,Patti LuPone,3,1,other,Pam
Roz Doyle,Peri Gilpin,3,1,main,Roz
Waitress,Laurie Walton,3,1,recurring,Waitress
Daphne Moon,Jane Leeves,4,1,main,Daphne
Derek Mann,Joe Mantegna,4,1,other,Derek
Frasier Crane,Kelsey Grammer,4,1,main,Frasier
Niles Crane,David Hyde Pierce,4,1,main,Niles
Eddie,Moose,4,1,recurring,Eddie
Harry the Cop,John Brandon,4,1,other,Harry
Lorraine,Judith Ivey,4,1,other,Lorraine
Martin Crane,John Mahoney,4,1,main,Martin
Roz Doyle,Peri Gilpin,4,1,main,Roz
Waiter,Dean Erickson,4,1,recurring,Waiter
Aunt Patrice,Kathleen Noone,5,1,other,Aunt
Daphne Moon,Jane Leeves,5,1,main,Daphne
Doug,Jeff Daniels,5,1,other,Doug
Frasier Crane,Kelsey Grammer,5,1,main,Frasier
Niles Crane,David Hyde Pierce,5,1,main,Niles
Martin Crane,John Mahoney,5,1,main,Martin
Roz Doyle,Peri Gilpin,5,1,main,Roz
Daphne Moon,Jane Leeves,6,1,main,Daphne
Diane,Eugenie Bondurant,6,1,other,Diane
Frasier Crane,Kelsey Grammer,6,1,main,Frasier
Niles Crane,David Hyde Pierce,6,1,main,Niles
Eddie,Moose,6,1,recurring,Eddie
Gary,Robert Klein,6,1,other,Gary
Martha Paxton,Rachel Rosenthal,6,1,other,Martha
Martin Crane,John Mahoney,6,1,main,Martin
Phillip Hayson,John Rubinstein,6,1,other,Phillip
Ronald,Gregory Eugene Travis,6,1,other,Ronald
Roz Doyle,Peri Gilpin,6,1,main,Roz
Catherine,Amanda Donohoe,7,1,other,Catherine
Daphne Moon,Jane Leeves,7,1,main,Daphne
Frasier Crane,Kelsey Grammer,7,1,main,Frasier
Niles Crane,David Hyde Pierce,7,1,main,Niles
Hank,Edward Van Halen,7,1,other,Hank
Marco,Bruno Kirby,7,1,other,Marco
Martin Crane,John Mahoney,7,1,main,Martin
Roz Doyle,Peri Gilpin,7,1,main,Roz
Danielle,JoBeth Williams,8,1,other,Danielle
Daphne Moon,Jane Leeves,8,1,main,Daphne
Frasier Crane,Kelsey Grammer,8,1,main,Frasier
Niles Crane,David Hyde Pierce,8,1,main,Niles
Eddie,Moose,8,1,recurring,Eddie
Marion Lawlor,Pat Crowley,8,1,other,Marion
Martin Crane,John Mahoney,8,1,main,Martin
Roz Doyle,Peri Gilpin,8,1,main,Roz
Waitress,Julie Gill,8,1,recurring,Waitress
Almond,Michael Edwards,9,1,other,Almond
Bebe Glazer,Harriet Sansom Harris,9,1,recurring,Bebe
Bulldog Briscoe,Dan Butler,9,1,recurring,Bulldog
Daphne Moon,Jane Leeves,9,1,main,Daphne
Frasier Crane,Kelsey Grammer,9,1,main,Frasier
Joyce Brothers,Joyce Brothers,9,1,other,Joyce
Niles Crane,David Hyde Pierce,9,1,main,Niles
Eddie,Moose,9,1,recurring,Eddie
Martin Crane,John Mahoney,9,1,main,Martin
Roger,Carl Reiner,9,1,other,Roger
Roz Doyle,Peri Gilpin,9,1,main,Roz
Walnut,John Drayman,9,1,other,Walnut
Bulldog Briscoe,Dan Butler,10,1,recurring,Bulldog
Chopper Dave,Richard Poe,10,1,other,Chopper
Daphne Moon,Jane Leeves,10,1,main,Daphne
Don,Jay Leno,10,1,other,Don
Frasier Crane,Kelsey Grammer,10,1,main,Frasier
Niles Crane,David Hyde Pierce,10,1,main,Niles
Father Mike,George DelHoyo,10,1,other,Father
Martin Crane,John Mahoney,10,1,main,Martin
Ned Miller,John Glover,10,1,other,Ned
Roz Doyle,Peri Gilpin,10,1,main,Roz
Teddy,Wayne Wilderson,10,1,other,Teddy
Allen Freedman,Murray Rubinstein,11,1,other,Allen
Aunt Bobbie,June Claman,11,1,other,Aunt
Daphne Moon,Jane Leeves,11,1,main,Daphne
Frasier Crane,Kelsey Grammer,11,1,main,Frasier
Niles Crane,David Hyde Pierce,11,1,main,Niles
Gail,Maddie Corman,11,1,other,Gail
Martin Crane,John Mahoney,11,1,main,Martin
Mrs. Newman,Stephanie Dunnam,11,1,other,Mrs.
Patient,Marion Dugan,11,1,other,Patient
Receptionist,Amy Alexandra Lloyd,11,1,other,Receptionist
Roz Doyle,Peri Gilpin,11,1,main,Roz
Woman at Shiva,Shawn Huff,11,1,other,Woman
Bill,Hawthorne James,12,1,other,Bill
Bonnie Weems,Kathryn Danielle,12,1,other,Bonnie
Bulldog Briscoe,Dan Butler,12,1,recurring,Bulldog
Chopper Dave,Richard Poe,12,1,other,Chopper
Daphne Moon,Jane Leeves,12,1,main,Daphne
Frasier Crane,Kelsey Grammer,12,1,main,Frasier
Niles Crane,David Hyde Pierce,12,1,main,Niles
Elizabeth,Bette Rae,12,1,recurring,Elizabeth
Gladys,Rosemary Clooney,12,1,other,Gladys
Jeff,Dominick Dunne,12,1,other,Jeff
Lou,Christine Estabrook,12,1,other,Lou
Martin Crane,John Mahoney,12,1,main,Martin
Roz Doyle,Peri Gilpin,12,1,main,Roz
Tim,John Finn,12,1,other,Tim
Tom,Mel Brooks,12,1,recurring,Tom
Al,Henry Mancini,13,1,other,Al
Daphne Moon,Jane Leeves,13,1,main,Daphne
Frasier Crane,Kelsey Grammer,13,1,main,Frasier
Niles Crane,David Hyde Pierce,13,1,main,Niles
Elaine,Linda Stephens,13,1,other,Elaine
Ethan,Elijah Wood,13,1,other,Ethan
Marianne,Piper Laurie,13,1,other,Marianne
Marjorie,Patricia Fraser,13,1,other,Marjorie
Martin Crane,John Mahoney,13,1,main,Martin
Noel Shempsky,Patrick Kerr,13,1,recurring,Noel
Roz Doyle,Peri Gilpin,13,1,main,Roz
Tony,Robert Colbert,13,1,other,Tony
Bulldog Briscoe,Dan Butler,14,1,recurring,Bulldog
Daphne Moon,Jane Leeves,14,1,main,Daphne
Frasier Crane,Kelsey Grammer,14,1,main,Frasier
Niles Crane,David Hyde Pierce,14,1,main,Niles
Eddie,Moose,14,1,recurring,Eddie
Kristina Harper,Claire Stansfield,14,1,other,Kristina
Martin Crane,John Mahoney,14,1,main,Martin
Renata Harper,Ashley Bank,14,1,other,Renata
Roz Doyle,Peri Gilpin,14,1,main,Roz
Stage Manager,Shawna Casey,14,1,recurring,Stage
T.J. Smith,Brett Miller,14,1,other,T.J.
Bartender,Ivory Ocean,15,1,recurring,Bartender
Daphne Moon,Jane Leeves,15,1,main,Daphne
Frasier Crane,Kelsey Grammer,15,1,main,Frasier
Niles Crane,David Hyde Pierce,15,1,main,Niles
Eddie,Moose,15,1,recurring,Eddie
Frank,Ron Dean,15,1,recurring,Frank
Jimmy,Tony Abatemarco,15,1,other,Jimmy
Leo,Marco Rodríguez,15,1,recurring,Leo
Linda,Katherine McGrath,15,1,other,Linda
Martin Crane,John Mahoney,15,1,main,Martin
Rocco,Robert Miano,15,1,other,Rocco
Roz Doyle,Peri Gilpin,15,1,main,Roz
Waiter,Dean Erickson,15,1,recurring,Waiter
Daphne Moon,Jane Leeves,16,1,main,Daphne
Frasier Crane,Kelsey Grammer,16,1,main,Frasier
Lilith Sternin,Bebe Neuwirth,16,1,recurring,Lilith
Niles Crane,David Hyde Pierce,16,1,main,Niles
Eddie,Moose,16,1,recurring,Eddie
Hank,Timothy Leary,16,1,other,Hank
Martin Crane,John Mahoney,16,1,main,Martin
Roz Doyle,Peri Gilpin,16,1,main,Roz
Waiter,Roger Keller,16,1,recurring,Waiter
Daphne Moon,Jane Leeves,17,1,main,Daphne
Frasier Crane,Kelsey Grammer,17,1,main,Frasier
Niles Crane,David Hyde Pierce,17,1,main,Niles
Eric,Dean Erickson,17,1,other,Eric
Martin Crane,John Mahoney,17,1,main,Martin
Roz Doyle,Peri Gilpin,17,1,main,Roz
Bebe Glazer,Harriet Sansom Harris,18,1,recurring,Bebe
Bob Peterson,Mark Sawyer,18,1,other,Bob
Committee Member,Aileen Fitzpatrick,18,1,other,Committee
Daphne Moon,Jane Leeves,18,1,main,Daphne
Frasier Crane,Kelsey Grammer,18,1,main,Frasier
Niles Crane,David Hyde Pierce,18,1,main,Niles
Eddie,Moose,18,1,recurring,Eddie
Fletcher Grey,John McMartin,18,1,other,Fletcher
Keith Bishop,Wren T. Brown,18,1,other,Keith
Martin Crane,John Mahoney,18,1,main,Martin
Mrs. Grey,Maxine Elliott Hicks,18,1,other,Mrs.
Noel Shempsky,Patrick Kerr,18,1,recurring,Noel
Roz Doyle,Peri Gilpin,18,1,main,Roz
Tawny Van Deusen,Trish Ramish,18,1,other,Tawny
Brown,Scott Nguyen,19,1,other,Brown
Daphne Moon,Jane Leeves,19,1,main,Daphne
Bruga,Malcolm McDowell,19,1,other,Bruga
Frasier Crane,Kelsey Grammer,19,1,main,Frasier
Niles Crane,David Hyde Pierce,19,1,main,Niles
Eddie,Moose,19,1,recurring,Eddie
Joey,Marc Robinson,19,1,other,Joey
Leo,Phil Buckman,19,1,recurring,Leo
Martin Crane,John Mahoney,19,1,main,Martin
Mrs. Warren,Valerie Curtin,19,1,other,Mrs.
Olsen,Brittany Murphy,19,1,other,Olsen
Roz Doyle,Peri Gilpin,19,1,main,Roz
Salesman,James Greene,19,1,other,Salesman
Bulldog Briscoe,Dan Butler,20,1,recurring,Bulldog
Carrie,Sara Melson,20,1,other,Carrie
Daphne Moon,Jane Leeves,20,1,main,Daphne
Frasier Crane,Kelsey Grammer,20,1,main,Frasier
Niles Crane,David Hyde Pierce,20,1,main,Niles
Martin Crane,John Mahoney,20,1,main,Martin
Rachel,Reba McEntire,20,1,other,Rachel
Roz Doyle,Peri Gilpin,20,1,main,Roz
Daphne Moon,Jane Leeves,21,1,main,Daphne
Frasier Crane,Kelsey Grammer,21,1,main,Frasier
Niles Crane,David Hyde Pierce,21,1,main,Niles
Guard,Don Amendolia,21,1,other,Guard
Martin Crane,John Mahoney,21,1,main,Martin
Marvella,Pamela Gordon,21,1,other,Marvella
Roz Doyle,Peri Gilpin,21,1,main,Roz
Daphne Moon,Jane Leeves,22,1,main,Daphne
Frasier Crane,Kelsey Grammer,22,1,main,Frasier
Niles Crane,David Hyde Pierce,22,1,main,Niles
Eddie,Moose,22,1,recurring,Eddie
Laura,Christine Lahti,22,1,other,Laura
Martin Crane,John Mahoney,22,1,main,Martin
Roz Doyle,Peri Gilpin,22,1,main,Roz
Sam Tanaka,Mako,22,1,other,Sam
Waitress,Luck Hari,22,1,recurring,Waitress
Blake,Steve Young,23,1,other,Blake
Daphne Moon,Jane Leeves,23,1,main,Daphne
Frasier Crane,Kelsey Grammer,23,1,main,Frasier
Niles Crane,David Hyde Pierce,23,1,main,Niles
Gil Chesterton,Edward Hibbert,23,1,recurring,Gil
Howard,Steve Lawrence,23,1,other,Howard
Janice,Patricia Hearst,23,1,other,Janice
Lois,Eydie Gormé,23,1,other,Lois
Louis,Garry Trudeau,23,1,other,Louis
Marjorie,Mary Tyler Moore,23,1,other,Marjorie
Martin Crane,John Mahoney,23,1,main,Martin
Robert,Tommy Hilfiger,23,1,other,Robert
Roz Doyle,Peri Gilpin,23,1,main,Roz
Daphne Moon,Jane Leeves,24,1,main,Daphne
Frasier Crane,Kelsey Grammer,24,1,main,Frasier
Niles Crane,David Hyde Pierce,24,1,main,Niles
Eddie,Moose,24,1,recurring,Eddie
Martin Crane,John Mahoney,24,1,main,Martin
Roz Doyle,Peri Gilpin,24,1,main,Roz
Waitress,Luck Hari,24,1,recurring,Waitress
Amber Edwards,Susan Brown,1,2,other,Amber
Bulldog Briscoe,Dan Butler,1,2,recurring,Bulldog
Clarice Warner,Constance Towers,1,2,other,Clarice
Daphne Moon,Jane Leeves,1,2,main,Daphne
Date,David Sederholm,1,2,other,Date
Frasier Crane,Kelsey Grammer,1,2,main,Frasier
Niles Crane,David Hyde Pierce,1,2,main,Niles
Eddie,Moose,1,2,recurring,Eddie
Gil Chesterton,Edward Hibbert,1,2,recurring,Gil
Martin Crane,John Mahoney,1,2,main,Martin
Mrs. Warner,Myra Carter,1,2,other,Mrs.
Roz Doyle,Peri Gilpin,1,2,main,Roz
Steven,James Spader,1,2,other,Steven
Thomas Jay Fallow,John O'Hurley,1,2,other,Thomas
Daphne Moon,Jane Leeves,2,2,main,Daphne
Frasier Crane,Kelsey Grammer,2,2,main,Frasier
Niles Crane,David Hyde Pierce,2,2,main,Niles
Eddie,Moose,2,2,recurring,Eddie
Father,Joel Anderson,2,2,other,Father
Martin Crane,John Mahoney,2,2,main,Martin
Mrs. Greenway,Jo de Winter,2,2,other,Mrs.
Rita,Lily Tomlin,2,2,other,Rita
Roz Doyle,Peri Gilpin,2,2,main,Roz
Daphne Moon,Jane Leeves,3,2,main,Daphne
Frasier Crane,Kelsey Grammer,3,2,main,Frasier
Niles Crane,David Hyde Pierce,3,2,main,Niles
Martin Crane,John Mahoney,3,2,main,Martin
Roz Doyle,Peri Gilpin,3,2,main,Roz
Tom Duran,Eric Lutes,3,2,other,Tom
Arlene,Charlayne Woodard,4,2,other,Arlene
Clarence,Aaron Heyman,4,2,other,Clarence
Daphne Moon,Jane Leeves,4,2,main,Daphne
Frasier Crane,Kelsey Grammer,4,2,main,Frasier
Niles Crane,David Hyde Pierce,4,2,main,Niles
Eddie,Moose,4,2,recurring,Eddie
Maggie,Amy Madigan,4,2,other,Maggie
Martin Crane,John Mahoney,4,2,main,Martin
Mary,Linda Porter,4,2,other,Mary
Mother,Robin Krieger,4,2,other,Mother
Putnam,Alvy Moore,4,2,other,Putnam
Roz Doyle,Peri Gilpin,4,2,main,Roz
Daphne Moon,Jane Leeves,5,2,main,Daphne
Frasier Crane,Kelsey Grammer,5,2,main,Frasier
Niles Crane,David Hyde Pierce,5,2,main,Niles
Duke,John LaMotta,5,2,other,Duke
Joe,Jack Wallace,5,2,other,Joe
Leo,Bill Gratton,5,2,recurring,Leo
Martin Crane,John Mahoney,5,2,main,Martin
Roz Doyle,Peri Gilpin,5,2,main,Roz
Bulldog Briscoe,Dan Butler,6,2,recurring,Bulldog
Connie,Sandra Dee,6,2,other,Connie
Daphne Moon,Jane Leeves,6,2,main,Daphne
Frasier Crane,Kelsey Grammer,6,2,main,Frasier
Niles Crane,David Hyde Pierce,6,2,main,Niles
Eddie,Moose,6,2,recurring,Eddie
Edna,Alfre Woodard,6,2,other,Edna
Father Mike,George DelHoyo,6,2,other,Father
Martin Crane,John Mahoney,6,2,main,Martin
Roz Doyle,Peri Gilpin,6,2,main,Roz
Sister Joselia,Helen Geller,6,2,other,Sister
Boy,Christopher Walberg,7,2,other,Boy
Bulldog Briscoe,Dan Butler,7,2,recurring,Bulldog
Daphne Moon,Jane Leeves,7,2,main,Daphne
Director,Jack Tate,7,2,other,Director
Frasier Crane,Kelsey Grammer,7,2,main,Frasier
Niles Crane,David Hyde Pierce,7,2,main,Niles
Holden Thorpe,Sydney Pollack,7,2,other,Holden
Martin Crane,John Mahoney,7,2,main,Martin
Phil Patterson,Boyd Gaines,7,2,other,Phil
Roz Doyle,Peri Gilpin,7,2,main,Roz
Waitress,Luck Hari,7,2,recurring,Waitress
Bulldog Briscoe,Dan Butler,8,2,recurring,Bulldog
Busboy,Rick Schatz,8,2,other,Busboy
Chester,Art Garfunkel,8,2,other,Chester
Daphne Moon,Jane Leeves,8,2,main,Daphne
Frasier Crane,Kelsey Grammer,8,2,main,Frasier
Lilith Sternin,Bebe Neuwirth,8,2,recurring,Lilith
Niles Crane,David Hyde Pierce,8,2,main,Niles
Ettienne,Pierre Epstein,8,2,other,Ettienne
Madeline Marshall,JoBeth Williams,8,2,other,Madeline
Martin Crane,John Mahoney,8,2,main,Martin
Mother,Kirsten Devere,8,2,other,Mother
Roz Doyle,Peri Gilpin,8,2,main,Roz
Yvette,Jessica Pennington,8,2,other,Yvette
Brian,James Morrison,9,2,other,Brian
Daphne Moon,Jane Leeves,9,2,main,Daphne
Diane Chambers,Shelley Long,9,2,other,Diane
Frasier Crane,Kelsey Grammer,9,2,main,Frasier
Lilith Sternin,Bebe Neuwirth,9,2,recurring,Lilith
Niles Crane,David Hyde Pierce,9,2,main,Niles
Madeline Marshall,JoBeth Williams,9,2,other,Madeline
Martin Crane,John Mahoney,9,2,main,Martin
Roz Doyle,Peri Gilpin,9,2,main,Roz
Vic,Kevin Bacon,9,2,other,Vic
Artie Walsh - Martin's Partner,Lincoln Kilpatrick,10,2,other,Artie
Daphne Moon,Jane Leeves,10,2,main,Daphne
Frasier Crane,Kelsey Grammer,10,2,main,Frasier
Niles Crane,David Hyde Pierce,10,2,main,Niles
Sternstein,Paul Kent,10,2,other,Sternstein
Linda,Betty Comden,10,2,other,Linda
Martin Crane,John Mahoney,10,2,main,Martin
Nurse,Lynne Adams,10,2,recurring,Nurse
Roz Doyle,Peri Gilpin,10,2,main,Roz
Walter,Adolph Green,10,2,other,Walter
Billy Kriezel,Mike Starr,11,2,other,Billy
Danny Kriezel,John C. McGinley,11,2,other,Danny
Daphne Moon,Jane Leeves,11,2,main,Daphne
Frasier Crane,Kelsey Grammer,11,2,main,Frasier
Niles Crane,David Hyde Pierce,11,2,main,Niles
Elliott,Macaulay Culkin,11,2,other,Elliott
Martin Crane,John Mahoney,11,2,main,Martin
Roz Doyle,Peri Gilpin,11,2,main,Roz
Bruce,Garett Maggart,12,2,other,Bruce
Bulldog Briscoe,Dan Butler,12,2,recurring,Bulldog
Daphne Moon,Jane Leeves,12,2,main,Daphne
Frasier Crane,Kelsey Grammer,12,2,main,Frasier
Niles Crane,David Hyde Pierce,12,2,main,Niles
Ed,Edward F. Gallick,12,2,other,Ed
Francesca,Rosie Perez,12,2,other,Francesca
Gil Chesterton,Edward Hibbert,12,2,recurring,Gil
Marie,Carly Simon,12,2,other,Marie
Martin Crane,John Mahoney,12,2,main,Martin
Roz Doyle,Peri Gilpin,12,2,main,Roz
Al,Heath Porter,13,2,other,Al
Bulldog Briscoe,Dan Butler,13,2,recurring,Bulldog
Daphne Moon,Jane Leeves,13,2,main,Daphne
Frasier Crane,Kelsey Grammer,13,2,main,Frasier
Niles Crane,David Hyde Pierce,13,2,main,Niles
Fan,Randy Kovitz,13,2,other,Fan
Frank,Ron Dean,13,2,recurring,Frank
Leo,Bill Gratton,13,2,recurring,Leo
Marjorie,Mary Steenburgen,13,2,other,Marjorie
Martin Crane,John Mahoney,13,2,main,Martin
Roz Doyle,Peri Gilpin,13,2,main,Roz
Cop,James Willett,14,2,other,Cop
Customer,Karen Person,14,2,recurring,Customer
Daphne Moon,Jane Leeves,14,2,main,Daphne
Frasier Crane,Kelsey Grammer,14,2,main,Frasier
Niles Crane,David Hyde Pierce,14,2,main,Niles
Heather,Joan McMurtrey,14,2,other,Heather
Martin Crane,John Mahoney,14,2,main,Martin
Phil,Nathan Lane,14,2,other,Phil
Priest,Bernie Kuby,14,2,other,Priest
Roz Doyle,Peri Gilpin,14,2,main,Roz
Waiter,Paul Cosimano,14,2,recurring,Waiter
Daphne Moon,Jane Leeves,15,2,main,Daphne
Frasier Crane,Kelsey Grammer,15,2,main,Frasier
Honey Snow,Shannon Tweed,15,2,other,Honey
Niles Crane,David Hyde Pierce,15,2,main,Niles
Fan,Laura Waterbury,15,2,other,Fan
Martin Crane,John Mahoney,15,2,main,Martin
Roz Doyle,Peri Gilpin,15,2,main,Roz
Daphne Moon,Jane Leeves,16,2,main,Daphne
Frasier Crane,Kelsey Grammer,16,2,main,Frasier
Niles Crane,David Hyde Pierce,16,2,main,Niles
Martin Crane,John Mahoney,16,2,main,Martin
Roz Doyle,Peri Gilpin,16,2,main,Roz
Sam Malone,Ted Danson,16,2,other,Sam
Sheila,Téa Leoni,16,2,other,Sheila
Daphne Moon,Jane Leeves,17,2,main,Daphne
Frasier Crane,Kelsey Grammer,17,2,main,Frasier
Niles Crane,David Hyde Pierce,17,2,main,Niles
Martin Crane,John Mahoney,17,2,main,Martin
Roz Doyle,Peri Gilpin,17,2,main,Roz
Daphne Moon,Jane Leeves,18,2,main,Daphne
Frasier Crane,Kelsey Grammer,18,2,main,Frasier
Niles Crane,David Hyde Pierce,18,2,main,Niles
Martin Crane,John Mahoney,18,2,main,Martin
Mr. ke,William Morgan Sheppard,18,2,other,Mr.
Mr. Spencer,Mitchell Edmonds,18,2,other,Mr.
Roz Doyle,Peri Gilpin,18,2,main,Roz
Sid,Gary Sinise,18,2,other,Sid
Wentworth,Jim Norton,18,2,other,Wentworth
Bulldog Briscoe,Dan Butler,19,2,recurring,Bulldog
Cindy Carruthers,Alyson Reed,19,2,other,Cindy
Daphne Moon,Jane Leeves,19,2,main,Daphne
Frasier Crane,Kelsey Grammer,19,2,main,Frasier
Niles Crane,David Hyde Pierce,19,2,main,Niles
Kari,Renée Lippin,19,2,other,Kari
Madman Martinez,John Lithgow,19,2,other,Madman
Martin Crane,John Mahoney,19,2,main,Martin
Mrs. Littlejohn,Rita McKenzie,19,2,other,Mrs.
Roz Doyle,Peri Gilpin,19,2,main,Roz
Daphne Moon,Jane Leeves,20,2,main,Daphne
Frasier Crane,Kelsey Grammer,20,2,main,Frasier
Niles Crane,David Hyde Pierce,20,2,main,Niles
Martin Crane,John Mahoney,20,2,main,Martin
Ranger,Rick Cramer,20,2,other,Ranger
Roz Doyle,Peri Gilpin,20,2,main,Roz
Daphne Moon,Jane Leeves,21,2,main,Daphne
Frasier Crane,Kelsey Grammer,21,2,main,Frasier
Niles Crane,David Hyde Pierce,21,2,main,Niles
Gretchen,Glenne Headly,21,2,other,Gretchen
Gunnar,Brian Cousins,21,2,other,Gunnar
Marta,Irene Olga López,21,2,recurring,Marta
Martin Crane,John Mahoney,21,2,main,Martin
Roz Doyle,Peri Gilpin,21,2,main,Roz
Bebe Glazer,Harriet Sansom Harris,22,2,recurring,Bebe
Bulldog Briscoe,Dan Butler,22,2,recurring,Bulldog
Daphne Moon,Jane Leeves,22,2,main,Daphne
Frasier Crane,Kelsey Grammer,22,2,main,Frasier
Niles Crane,David Hyde Pierce,22,2,main,Niles
Martin Crane,John Mahoney,22,2,main,Martin
Mike,Tony Crane,22,2,other,Mike
Roz Doyle,Peri Gilpin,22,2,main,Roz
Tom Duran,Eric Lutes,22,2,other,Tom
Bartender,Tom Hewitt,23,2,recurring,Bartender
Brad,Diedrich Bader,23,2,other,Brad
Bulldog Briscoe,Dan Butler,23,2,recurring,Bulldog
Customer,Deborah Lacey,23,2,recurring,Customer
Daphne Moon,Jane Leeves,23,2,main,Daphne
Frasier Crane,Kelsey Grammer,23,2,main,Frasier
Niles Crane,David Hyde Pierce,23,2,main,Niles
Gil Chesterton,Edward Hibbert,23,2,recurring,Gil
Martin Crane,John Mahoney,23,2,main,Martin
Maurice,Jay Bell,23,2,other,Maurice
Otto,Nathan Davis,23,2,other,Otto
Owner,Mike Nussbaum,23,2,other,Owner
Roz Doyle,Peri Gilpin,23,2,main,Roz
Sous Chef,Alan Shearman,23,2,other,Sous
Waiter,Robert Lee Jacobs,23,2,recurring,Waiter
Caroline,Shelley Duvall,24,2,other,Caroline
Curtis,Josh Adell,24,2,other,Curtis
Daphne Moon,Jane Leeves,24,2,main,Daphne
Frasier Crane,Kelsey Grammer,24,2,main,Frasier
Niles Crane,David Hyde Pierce,24,2,main,Niles
Martin Crane,John Mahoney,24,2,main,Martin
Roz Doyle,Peri Gilpin,24,2,main,Roz
Bulldog Briscoe,Dan Butler,1,3,recurring,Bulldog
Daphne Moon,Jane Leeves,1,3,main,Daphne
Frasier Crane,Kelsey Grammer,1,3,main,Frasier
Niles Crane,David Hyde Pierce,1,3,main,Niles
Father Mike,George DelHoyo,1,3,other,Father
Gil Chesterton,Edward Hibbert,1,3,recurring,Gil
Kate Costas,Mercedes Ruehl,1,3,recurring,Kate
Keith,Tom Hulce,1,3,other,Keith
Mark,Matthew Broderick,1,3,other,Mark
Martin Crane,John Mahoney,1,3,main,Martin
Nancy,Teri Garr,1,3,other,Nancy
Phyllis,Carrie Fisher,1,3,other,Phyllis
Roz Doyle,Peri Gilpin,1,3,main,Roz
Bulldog Briscoe,Dan Butler,2,3,recurring,Bulldog
Daphne Moon,Jane Leeves,2,3,main,Daphne
Frasier Crane,Kelsey Grammer,2,3,main,Frasier
Niles Crane,David Hyde Pierce,2,3,main,Niles
Schachter,Milo O'Shea,2,3,other,Schachter
Jill,Blair Brown,2,3,other,Jill
Martin Crane,John Mahoney,2,3,main,Martin
Mrs. Kalish,Kristen Lowman,2,3,other,Mrs.
Mrs. Kelly,Lesley Woods,2,3,other,Mrs.
Roz Doyle,Peri Gilpin,2,3,main,Roz
Daphne Moon,Jane Leeves,3,3,main,Daphne
Frasier Crane,Kelsey Grammer,3,3,main,Frasier
Niles Crane,David Hyde Pierce,3,3,main,Niles
Eileen,Mary Elizabeth Mastrantonio,3,3,other,Eileen
Martin Crane,John Mahoney,3,3,main,Martin
Minister,Tom Troupe,3,3,other,Minister
Roz Doyle,Peri Gilpin,3,3,main,Roz
Bulldog Briscoe,Dan Butler,4,3,recurring,Bulldog
Daphne Moon,Jane Leeves,4,3,main,Daphne
Frasier Crane,Kelsey Grammer,4,3,main,Frasier
Niles Crane,David Hyde Pierce,4,3,main,Niles
Jack,Billy Crystal,4,3,other,Jack
Kate Costas,Mercedes Ruehl,4,3,recurring,Kate
Martin Crane,John Mahoney,4,3,main,Martin
Nurse,Jodi Taffel,4,3,recurring,Nurse
Pete,Michael Whaley,4,3,other,Pete
Rob,Ed Harris,4,3,other,Rob
Roz Doyle,Peri Gilpin,4,3,main,Roz
Susan,Annie LaRussa,4,3,other,Susan
Bruce,Peter Siragusa,5,3,other,Bruce
Daphne Moon,Jane Leeves,5,3,main,Daphne
Frasier Crane,Kelsey Grammer,5,3,main,Frasier
Niles Crane,David Hyde Pierce,5,3,main,Niles
Electrician,Kevin Steinberg,5,3,other,Electrician
Joe DeCarlo,Tony Carreiro,5,3,other,Joe
Marilyn,Brooke Adams,5,3,other,Marilyn
Martin Crane,John Mahoney,5,3,main,Martin
Painter,Kevin Weisman,5,3,other,Painter
Roz Doyle,Peri Gilpin,5,3,main,Roz
Bulldog Briscoe,Dan Butler,6,3,recurring,Bulldog
Daphne Moon,Jane Leeves,6,3,main,Daphne
Frasier Crane,Kelsey Grammer,6,3,main,Frasier
Niles Crane,David Hyde Pierce,6,3,main,Niles
Gil Chesterton,Edward Hibbert,6,3,recurring,Gil
June,Laura Dern,6,3,other,June
Kate Costas,Mercedes Ruehl,6,3,recurring,Kate
Martin Crane,John Mahoney,6,3,main,Martin
Noel Shempsky,Patrick Kerr,6,3,recurring,Noel
Roz Doyle,Peri Gilpin,6,3,main,Roz
Bulldog Briscoe,Dan Butler,7,3,recurring,Bulldog
