characterName,actorName,season,episode,characterType,firstName
Episode complete credited cast:,Episode complete credited cast:,1,1,NA,Episode
Frasier Crane,Kelsey Grammer,1,1,main,Frasier
Daphne Moon,Jane Leeves,1,1,main,Daphne
Niles Crane,David Hyde Pierce,1,1,main,Niles
Roz Doyle,Peri Gilpin,1,1,main,Roz
Martin Crane,John Mahoney,1,1,main,Martin
Claire,Linda Hamilton,1,1,other,Claire
Russell,Griffin Dunne,1,1,other,Russell
Delivery Man,Cleto Augusto,1,1,other,Delivery
Waitress,Gina Ravera,1,1,other,Waitress
Eddie,Moose,1,1,recurring,Eddie
Episode complete credited cast:,Episode complete credited cast:,1,2,NA,Episode
Frasier Crane,Kelsey Grammer,1,2,main,Frasier
Daphne Moon,Jane Leeves,1,2,main,Daphne
Niles Crane,David Hyde Pierce,1,2,main,Niles
Roz Doyle,Peri Gilpin,1,2,main,Roz
Martin Crane,John Mahoney,1,2,main,Martin
Bulldog Briscoe,Dan Butler,1,2,recurring,Bulldog
Clarice Warner,Constance Towers,1,2,other,Clarice
Mrs. Warner,Myra Carter,1,2,other,Mrs.
Gil Chesterton,Edward Hibbert,1,2,recurring,Gil
Thomas Jay Fallow,John O'Hurley,1,2,other,Thomas
Amber Edwards,Susan Brown,1,2,other,Amber
Date,David Sederholm,1,2,other,Date
Eddie,Moose,1,2,recurring,Eddie
Steven,James Spader,1,2,other,Steven
Episode complete credited cast:,Episode complete credited cast:,1,3,NA,Episode
Frasier Crane,Kelsey Grammer,1,3,main,Frasier
Daphne Moon,Jane Leeves,1,3,main,Daphne
Niles Crane,David Hyde Pierce,1,3,main,Niles
Roz Doyle,Peri Gilpin,1,3,main,Roz
Martin Crane,John Mahoney,1,3,main,Martin
Bulldog Briscoe,Dan Butler,1,3,recurring,Bulldog
Gil Chesterton,Edward Hibbert,1,3,recurring,Gil
Father Mike,George DelHoyo,1,3,other,Father
Mark,Matthew Broderick,1,3,other,Mark
Phyllis,Carrie Fisher,1,3,other,Phyllis
Nancy,Teri Garr,1,3,other,Nancy
Keith,Tom Hulce,1,3,other,Keith
Kate Costas,Mercedes Ruehl,1,3,recurring,Kate
Episode complete credited cast:,Episode complete credited cast:,1,4,NA,Episode
Frasier Crane,Kelsey Grammer,1,4,main,Frasier
Daphne Moon,Jane Leeves,1,4,main,Daphne
Niles Crane,David Hyde Pierce,1,4,main,Niles
Roz Doyle,Peri Gilpin,1,4,main,Roz
Martin Crane,John Mahoney,1,4,main,Martin
Clive,Scott Atkinson,1,4,other,Clive
Gil Chesterton,Edward Hibbert,1,4,recurring,Gil
Episode complete credited cast:,Episode complete credited cast:,1,5,NA,Episode
Frasier Crane,Kelsey Grammer,1,5,main,Frasier
Daphne Moon,Jane Leeves,1,5,main,Daphne
Niles Crane,David Hyde Pierce,1,5,main,Niles
Roz Doyle,Peri Gilpin,1,5,main,Roz
Bulldog Briscoe,Dan Butler,1,5,recurring,Bulldog
Martin Crane,John Mahoney,1,5,main,Martin
Kelly Easterbrook,Sela Ward,1,5,other,Kelly
Joanne,Lisa Guerrero,1,5,other,Joanne
Felicity,Kimberly Oja,1,5,other,Felicity
Waiter,Andrew Philpot,1,5,recurring,Waiter
Stewardess,Leslie Ishii,1,5,other,Stewardess
Episode complete credited cast:,Episode complete credited cast:,1,6,NA,Episode
Frasier Crane,Kelsey Grammer,1,6,main,Frasier
Daphne Moon,Jane Leeves,1,6,main,Daphne
Niles Crane,David Hyde Pierce,1,6,main,Niles
Roz Doyle,Peri Gilpin,1,6,main,Roz
Bulldog Briscoe,Dan Butler,1,6,recurring,Bulldog
Martin Crane,John Mahoney,1,6,main,Martin
Kenny Daly,Tom McGowan,1,6,recurring,Kenny
Doris,Kandis Chappell,1,6,other,Doris
Aaron,Fran Kranz,1,6,other,Aaron
Tooty,Marsha Kramer,1,6,other,Tooty
Director,Timothy Omundson,1,6,other,Director
George,Robert Arce,1,6,other,George
Waitress,Dawn McMillan,1,6,recurring,Waitress
Caterer,Craig Green,1,6,other,Caterer
Gil Chesterton,Edward Hibbert,1,6,recurring,Gil
Episode complete credited cast:,Episode complete credited cast:,1,7,NA,Episode
Frasier Crane,Kelsey Grammer,1,7,main,Frasier
Daphne Moon,Jane Leeves,1,7,main,Daphne
Niles Crane,David Hyde Pierce,1,7,main,Niles
Roz Doyle,Peri Gilpin,1,7,main,Roz
Martin Crane,John Mahoney,1,7,main,Martin
Mia Preston Hester Crane,Rita Wilson,1,7,other,Mia
Francesca,Georgia Emelin,1,7,other,Francesca
Jessica,Delaina Mitchell,1,7,other,Jessica
Young Frasier,Dustin Tragethon,1,7,recurring,Young
Young Niles,Sean Cast,1,7,recurring,Young
Episode complete credited cast:,Episode complete credited cast:,1,8,NA,Episode
Frasier Crane,Kelsey Grammer,1,8,main,Frasier
Daphne Moon,Jane Leeves,1,8,main,Daphne
Niles Crane,David Hyde Pierce,1,8,main,Niles
Roz Doyle,Peri Gilpin,1,8,main,Roz
Martin Crane,John Mahoney,1,8,main,Martin
Mel Karnofsky,Jane Adams,1,8,recurring,Mel
Donny Douglas,Saul Rubinek,1,8,recurring,Donny
Delivery Man,Tim Rhoze,1,8,other,Delivery
Simon Moon,Anthony LaPaglia,1,8,recurring,Simon
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",1,9,NA,Episode
Frasier Crane,Kelsey Grammer,1,9,main,Frasier
Daphne Moon,Jane Leeves,1,9,main,Daphne
Niles Crane,David Hyde Pierce,1,9,main,Niles
Roz Doyle,Peri Gilpin,1,9,main,Roz
Martin Crane,John Mahoney,1,9,main,Martin
Diane Chambers,Shelley Long,1,9,other,Diane
Lilith Sternin,Bebe Neuwirth,1,9,recurring,Lilith
Lana Gardner,Jean Smart,1,9,recurring,Lana
Claire French,Patricia Clarkson,1,9,recurring,Claire
Bob,Brian Kerwin,1,9,other,Bob
Kirby,Brian Klugman,1,9,recurring,Kirby
Kristi,Morgan Nagler,1,9,other,Kristi
Maintenance Guy,Ted Lyde,1,9,other,Maintenance
Luggage Clerk,Christopher Reed,1,9,other,Luggage
Photographer,Rick Negron,1,9,other,Photographer
Episode complete credited cast:,Episode complete credited cast:,1,10,NA,Episode
Frasier Crane,Kelsey Grammer,1,10,main,Frasier
Daphne Moon,Jane Leeves,1,10,main,Daphne
Niles Crane,David Hyde Pierce,1,10,main,Niles
Roz Doyle,Peri Gilpin,1,10,main,Roz
Martin Crane,John Mahoney,1,10,main,Martin
Gertrude Moon,Millicent Martin,1,10,recurring,Gertrude
Donny Douglas,Saul Rubinek,1,10,recurring,Donny
Reno Officiant,Sam Johnson,1,10,other,Reno
Judge Anderson,Ron Canada,1,10,other,Judge
Alice May Doyle,Ashley Thomas,1,10,recurring,Alice
Bridget,Twink Caplan,1,10,other,Bridget
Judge Stern,Hira Ambrosino,1,10,other,Judge
Episode cast overview:,Episode cast overview:,1,11,NA,Episode
Frasier Crane,Kelsey Grammer,1,11,main,Frasier
Daphne Moon,Jane Leeves,1,11,main,Daphne
Niles Crane,David Hyde Pierce,1,11,main,Niles
Roz Doyle,Peri Gilpin,1,11,main,Roz
Martin Crane,John Mahoney,1,11,main,Martin
Julia Wilcox,Felicity Huffman,1,11,recurring,Julia
Nurse Karen,Debra Monk,1,11,other,Nurse
Dana,Nancy Becker-Kennedy,1,11,other,Dana
Impossibly Handsome Man,Reichen Lehmkuhl,1,11,other,Impossibly
Kenny Daly,Tom McGowan,1,11,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,2,1,NA,Episode
Frasier Crane,Kelsey Grammer,2,1,main,Frasier
Daphne Moon,Jane Leeves,2,1,main,Daphne
Niles Crane,David Hyde Pierce,2,1,main,Niles
Roz Doyle,Peri Gilpin,2,1,main,Roz
Martin Crane,John Mahoney,2,1,main,Martin
Bulldog Briscoe,Dan Butler,2,1,recurring,Bulldog
Leonard,Christopher Reeve,2,1,other,Leonard
Episode complete credited cast:,Episode complete credited cast:,2,2,NA,Episode
Frasier Crane,Kelsey Grammer,2,2,main,Frasier
Daphne Moon,Jane Leeves,2,2,main,Daphne
Niles Crane,David Hyde Pierce,2,2,main,Niles
Roz Doyle,Peri Gilpin,2,2,main,Roz
Martin Crane,John Mahoney,2,2,main,Martin
Mrs. Greenway,Jo de Winter,2,2,other,Mrs.
Father,Joel Anderson,2,2,other,Father
Eddie,Moose,2,2,recurring,Eddie
Rita,Lily Tomlin,2,2,other,Rita
Episode complete credited cast:,Episode complete credited cast:,2,3,NA,Episode
Frasier Crane,Kelsey Grammer,2,3,main,Frasier
Daphne Moon,Jane Leeves,2,3,main,Daphne
Niles Crane,David Hyde Pierce,2,3,main,Niles
Roz Doyle,Peri Gilpin,2,3,main,Roz
Martin Crane,John Mahoney,2,3,main,Martin
Bulldog Briscoe,Dan Butler,2,3,recurring,Bulldog
Schachter,Milo O'Shea,2,3,other,Schachter
Mrs. Kalish,Kristen Lowman,2,3,other,Mrs.
Mrs. Kelly,Lesley Woods,2,3,other,Mrs.
Jill,Blair Brown,2,3,other,Jill
Episode complete credited cast:,Episode complete credited cast:,2,4,NA,Episode
Frasier Crane,Kelsey Grammer,2,4,main,Frasier
Daphne Moon,Jane Leeves,2,4,main,Daphne
Niles Crane,David Hyde Pierce,2,4,main,Niles
Roz Doyle,Peri Gilpin,2,4,main,Roz
Bulldog Briscoe,Dan Butler,2,4,recurring,Bulldog
Martin Crane,John Mahoney,2,4,main,Martin
Sharon,Jennifer Campbell,2,4,other,Sharon
Pete,Michael Whaley,2,4,other,Pete
Wino,Kay E. Kuter,2,4,other,Wino
Jerry,Marv Albert,2,4,other,Jerry
Mike,Julius Erving,2,4,other,Mike
Jake,Bob Costas,2,4,other,Jake
Episode complete credited cast:,Episode complete credited cast:,2,5,NA,Episode
Frasier Crane,Kelsey Grammer,2,5,main,Frasier
Daphne Moon,Jane Leeves,2,5,main,Daphne
Niles Crane,David Hyde Pierce,2,5,main,Niles
Roz Doyle,Peri Gilpin,2,5,main,Roz
Martin Crane,John Mahoney,2,5,main,Martin
Sherry Dempsey,Marsha Mason,2,5,recurring,Sherry
Episode complete credited cast:,Episode complete credited cast:,2,6,NA,Episode
Frasier Crane,Kelsey Grammer,2,6,main,Frasier
Daphne Moon,Jane Leeves,2,6,main,Daphne
Niles Crane,David Hyde Pierce,2,6,main,Niles
Roz Doyle,Peri Gilpin,2,6,main,Roz
Martin Crane,John Mahoney,2,6,main,Martin
Mr. Rugley,Scott Michael Campbell,2,6,other,Mr.
Percy Williams,Tim Monsion,2,6,other,Percy
Amanda,Doreen Calderon,2,6,recurring,Amanda
Teenager,Erika Christensen,2,6,other,Teenager
Man on Street,Ken Daly,2,6,other,Man
Episode complete credited cast:,Episode complete credited cast:,2,7,NA,Episode
Frasier Crane,Kelsey Grammer,2,7,main,Frasier
Daphne Moon,Jane Leeves,2,7,main,Daphne
Niles Crane,David Hyde Pierce,2,7,main,Niles
Roz Doyle,Peri Gilpin,2,7,main,Roz
Martin Crane,John Mahoney,2,7,main,Martin
Donny Douglas,Saul Rubinek,2,7,recurring,Donny
Sabrina,Loryn Locklin,2,7,other,Sabrina
Rev. Franklin,Greg Callahan,2,7,other,Rev.
Marco,Wilson Bell,2,7,other,Marco
Delivery Guy,Kipp Shiotani,2,7,other,Delivery
Episode complete credited cast:,Episode complete credited cast:,2,8,NA,Episode
Frasier Crane,Kelsey Grammer,2,8,main,Frasier
Daphne Moon,Jane Leeves,2,8,main,Daphne
Niles Crane,David Hyde Pierce,2,8,main,Niles
Roz Doyle,Peri Gilpin,2,8,main,Roz
Martin Crane,John Mahoney,2,8,main,Martin
Mel Karnofsky,Jane Adams,2,8,recurring,Mel
Photographer,Jeremiah Morris,2,8,other,Photographer
Party Guest,Stephanie Nash,2,8,recurring,Party
Adrianna Pettibone,Karen Kondazian,2,8,other,Adrianna
Simon Moon,Anthony LaPaglia,2,8,recurring,Simon
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",2,9,NA,Episode
Frasier Crane,Kelsey Grammer,2,9,main,Frasier
Daphne Moon,Jane Leeves,2,9,main,Daphne
Niles Crane,David Hyde Pierce,2,9,main,Niles
Roz Doyle,Peri Gilpin,2,9,main,Roz
Martin Crane,John Mahoney,2,9,main,Martin
Diane Chambers,Shelley Long,2,9,other,Diane
Lilith Sternin,Bebe Neuwirth,2,9,recurring,Lilith
Lana Gardner,Jean Smart,2,9,recurring,Lana
Hester Crane,Rita Wilson,2,9,other,Hester
Bob,Brian Kerwin,2,9,other,Bob
Kirby,Brian Klugman,2,9,recurring,Kirby
Nanette,Dina Spybey-Waters,2,9,other,Nanette
Miranda Rogers,Tushka Bergen,2,9,other,Miranda
Laura Paris,Lisa Darr,2,9,other,Laura
Samantha Pierce,Lindsay Frost,2,9,other,Samantha
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",2,10,NA,Episode
Frasier Crane,Kelsey Grammer,2,10,main,Frasier
Daphne Moon,Jane Leeves,2,10,main,Daphne
Niles Crane,David Hyde Pierce,2,10,main,Niles
Roz Doyle,Peri Gilpin,2,10,main,Roz
Martin Crane,John Mahoney,2,10,main,Martin
George,Luis Guzmán,2,10,other,George
Motorist,Karen Kim,2,10,other,Motorist
Motorist,Tony Pasqualini,2,10,other,Motorist
Motorist,Damian D. Lewis,2,10,other,Motorist
Motorist,Kila Kitu,2,10,other,Motorist
Motorist,Anna C. Miller,2,10,other,Motorist
Tow Truck ver,Morocco Omari,2,10,other,Tow
Jerry,Billy Bean,2,10,other,Jerry
Mark,Charles Busch,2,10,other,Mark
Sheila,Leelee Sobieski,2,10,other,Sheila
Episode cast overview:,Episode cast overview:,2,11,NA,Episode
Frasier Crane,Kelsey Grammer,2,11,main,Frasier
Daphne Moon,Jane Leeves,2,11,main,Daphne
Niles Crane,David Hyde Pierce,2,11,main,Niles
Roz Doyle,Peri Gilpin,2,11,other,Roz
Martin Crane,John Mahoney,2,11,main,Martin
Julia Wilcox,Felicity Huffman,2,11,recurring,Julia
Episode complete credited cast:,Episode complete credited cast:,3,1,NA,Episode
Frasier Crane,Kelsey Grammer,3,1,main,Frasier
Daphne Moon,Jane Leeves,3,1,main,Daphne
Niles Crane,David Hyde Pierce,3,1,main,Niles
Roz Doyle,Peri Gilpin,3,1,main,Roz
Martin Crane,John Mahoney,3,1,main,Martin
Pam,Patti LuPone,3,1,other,Pam
Waitress,Laurie Walton,3,1,recurring,Waitress
Hostess,Eve Brent,3,1,other,Hostess
Eddie,Moose,3,1,recurring,Eddie
Episode complete credited cast:,Episode complete credited cast:,3,2,NA,Episode
Frasier Crane,Kelsey Grammer,3,2,main,Frasier
Daphne Moon,Jane Leeves,3,2,main,Daphne
Niles Crane,David Hyde Pierce,3,2,main,Niles
Roz Doyle,Peri Gilpin,3,2,main,Roz
Martin Crane,John Mahoney,3,2,main,Martin
Tom Duran,Eric Lutes,3,2,other,Tom
Episode complete credited cast:,Episode complete credited cast:,3,3,NA,Episode
Frasier Crane,Kelsey Grammer,3,3,main,Frasier
Daphne Moon,Jane Leeves,3,3,main,Daphne
Niles Crane,David Hyde Pierce,3,3,main,Niles
Roz Doyle,Peri Gilpin,3,3,main,Roz
Martin Crane,John Mahoney,3,3,main,Martin
Minister,Tom Troupe,3,3,other,Minister
Eileen,Mary Elizabeth Mastrantonio,3,3,other,Eileen
Episode complete credited cast:,Episode complete credited cast:,3,4,NA,Episode
Frasier Crane,Kelsey Grammer,3,4,main,Frasier
Daphne Moon,Jane Leeves,3,4,main,Daphne
Niles Crane,David Hyde Pierce,3,4,main,Niles
Roz Doyle,Peri Gilpin,3,4,main,Roz
Bulldog Briscoe,Dan Butler,3,4,recurring,Bulldog
Martin Crane,John Mahoney,3,4,main,Martin
Gil Chesterton,Edward Hibbert,3,4,recurring,Gil
Sigmund Freud,Byrne Piven,3,4,other,Sigmund
am Girl,Lisa Melilli,3,4,other,am
Rebecca,Pauley Perrette,3,4,other,Rebecca
Elizabeth,Bette Rae,3,4,recurring,Elizabeth
Jimmy,Kieran Culkin,3,4,other,Jimmy
Rudy,Christopher Durang,3,4,other,Rudy
Episode complete credited cast:,Episode complete credited cast:,3,5,NA,Episode
Frasier Crane,Kelsey Grammer,3,5,main,Frasier
Daphne Moon,Jane Leeves,3,5,main,Daphne
Niles Crane,David Hyde Pierce,3,5,main,Niles
Roz Doyle,Peri Gilpin,3,5,main,Roz
Bulldog Briscoe,Dan Butler,3,5,recurring,Bulldog
Martin Crane,John Mahoney,3,5,main,Martin
Gil Chesterton,Edward Hibbert,3,5,recurring,Gil
Eve,Camille Grammer,3,5,other,Eve
cula,Joey Zimmerman,3,5,other,cula
Krovitz,Mark Munoz,3,5,other,Krovitz
Man at Party,Jonathan Fraser,3,5,other,Man
Dorothy,Cindy Crawford,3,5,other,Dorothy
Episode complete credited cast:,Episode complete credited cast:,3,6,NA,Episode
Frasier Crane,Kelsey Grammer,3,6,main,Frasier
Daphne Moon,Jane Leeves,3,6,main,Daphne
Niles Crane,David Hyde Pierce,3,6,main,Niles
Roz Doyle,Peri Gilpin,3,6,main,Roz
Martin Crane,John Mahoney,3,6,main,Martin
Rebecca Wendell,Laura Harring,3,6,other,Rebecca
Episode complete credited cast:,Episode complete credited cast:,3,7,NA,Episode
Frasier Crane,Kelsey Grammer,3,7,main,Frasier
Daphne Moon,Jane Leeves,3,7,main,Daphne
Niles Crane,David Hyde Pierce,3,7,main,Niles
Roz Doyle,Peri Gilpin,3,7,main,Roz
Martin Crane,John Mahoney,3,7,main,Martin
Carlos,John Ennis,3,7,other,Carlos
The Chicken,Bryan Callen,3,7,other,The
Kenny Daly,Tom McGowan,3,7,recurring,Kenny
Waitress,Dawn McMillan,3,7,recurring,Waitress
Episode complete credited cast:,Episode complete credited cast:,3,8,NA,Episode
Frasier Crane,Kelsey Grammer,3,8,main,Frasier
Daphne Moon,Jane Leeves,3,8,main,Daphne
Niles Crane,David Hyde Pierce,3,8,main,Niles
Roz Doyle,Peri Gilpin,3,8,main,Roz
Martin Crane,John Mahoney,3,8,main,Martin
Miranda Rogers,Tushka Bergen,3,8,other,Miranda
Lee Zeplowitz,Eddie Carroll,3,8,other,Lee
Francine,Mary Ostrow,3,8,other,Francine
Bus ver,Kevin Dean Williams,3,8,other,Bus
Episode complete credited cast:,Episode complete credited cast:,3,9,NA,Episode
Frasier Crane,Kelsey Grammer,3,9,main,Frasier
Daphne Moon,Jane Leeves,3,9,main,Daphne
Niles Crane,David Hyde Pierce,3,9,main,Niles
Roz Doyle,Peri Gilpin,3,9,main,Roz
Martin Crane,John Mahoney,3,9,main,Martin
Mary Hart,Mary Hart,3,9,other,Mary
Heather Murphy,Michelle Stafford,3,9,other,Heather
Assistant,Vic Chao,3,9,other,Assistant
Episode complete credited cast:,Episode complete credited cast:,3,10,NA,Episode
Frasier Crane,Kelsey Grammer,3,10,main,Frasier
Daphne Moon,Jane Leeves,3,10,main,Daphne
Niles Crane,David Hyde Pierce,3,10,main,Niles
Roz Doyle,Peri Gilpin,3,10,main,Roz
Martin Crane,John Mahoney,3,10,main,Martin
Paul,Marc Vann,3,10,other,Paul
Mrs. Richman,Brooks Almy,3,10,recurring,Mrs.
Albert,Conrad Janis,3,10,recurring,Albert
Jerry,John Wesley,3,10,other,Jerry
Swinger,Don Tiffany,3,10,other,Swinger
Cecilia,Marilyn Tokuda,3,10,other,Cecilia
Episode cast overview:,Episode cast overview:,3,11,NA,Episode
Frasier Crane,Kelsey Grammer,3,11,main,Frasier
Daphne Moon,Jane Leeves,3,11,main,Daphne
Niles Crane,David Hyde Pierce,3,11,main,Niles
Roz Doyle,Peri Gilpin,3,11,main,Roz
Martin Crane,John Mahoney,3,11,main,Martin
Alistair Burke,Patrick Stewart,3,11,other,Alistair
Gil Chesterton,Edward Hibbert,3,11,recurring,Gil
Glinka,Caroline Lagerfelt,3,11,other,Glinka
Barry,David Muller,3,11,other,Barry
Eduardo,Donald Sage Mackay,3,11,other,Eduardo
Waitress,Amita Balla,3,11,recurring,Waitress
Bar Patron,David Jahn,3,11,other,Bar
Servant,Adrian R'Mante,3,11,other,Servant
Clive,Michael Sean McGuinness,3,11,other,Clive
"Kevin, the Caller",Benjamin Bratt,3,11,other,"Kevin,"
Episode complete credited cast:,Episode complete credited cast:,4,1,NA,Episode
Frasier Crane,Kelsey Grammer,4,1,main,Frasier
Daphne Moon,Jane Leeves,4,1,main,Daphne
Niles Crane,David Hyde Pierce,4,1,main,Niles
Roz Doyle,Peri Gilpin,4,1,main,Roz
Martin Crane,John Mahoney,4,1,main,Martin
Derek Mann,Joe Mantegna,4,1,other,Derek
Lorraine,Judith Ivey,4,1,other,Lorraine
Harry the Cop,John Brandon,4,1,other,Harry
Waiter,Dean Erickson,4,1,recurring,Waiter
Eddie,Moose,4,1,recurring,Eddie
Episode complete credited cast:,Episode complete credited cast:,4,2,NA,Episode
Frasier Crane,Kelsey Grammer,4,2,main,Frasier
Daphne Moon,Jane Leeves,4,2,main,Daphne
Niles Crane,David Hyde Pierce,4,2,main,Niles
Roz Doyle,Peri Gilpin,4,2,main,Roz
Martin Crane,John Mahoney,4,2,main,Martin
Arlene,Charlayne Woodard,4,2,other,Arlene
Clarence,Aaron Heyman,4,2,other,Clarence
Mary,Linda Porter,4,2,other,Mary
Putnam,Alvy Moore,4,2,other,Putnam
Mother,Robin Krieger,4,2,other,Mother
Eddie,Moose,4,2,recurring,Eddie
Maggie,Amy Madigan,4,2,other,Maggie
Episode complete credited cast:,Episode complete credited cast:,4,3,NA,Episode
Frasier Crane,Kelsey Grammer,4,3,main,Frasier
Daphne Moon,Jane Leeves,4,3,main,Daphne
Niles Crane,David Hyde Pierce,4,3,main,Niles
Roz Doyle,Peri Gilpin,4,3,main,Roz
Martin Crane,John Mahoney,4,3,main,Martin
Bulldog Briscoe,Dan Butler,4,3,recurring,Bulldog
Pete,Michael Whaley,4,3,other,Pete
Susan,Annie LaRussa,4,3,other,Susan
Nurse,Jodi Taffel,4,3,recurring,Nurse
Jack,Billy Crystal,4,3,other,Jack
Rob,Ed Harris,4,3,other,Rob
Kate Costas,Mercedes Ruehl,4,3,recurring,Kate
Episode complete credited cast:,Episode complete credited cast:,4,4,NA,Episode
Frasier Crane,Kelsey Grammer,4,4,main,Frasier
Daphne Moon,Jane Leeves,4,4,main,Daphne
Niles Crane,David Hyde Pierce,4,4,main,Niles
Roz Doyle,Peri Gilpin,4,4,main,Roz
Martin Crane,John Mahoney,4,4,main,Martin
T.H. Houghton,Robert Prosky,4,4,other,T.H.
Bar Patron,Steven Rotblatt,4,4,other,Bar
Episode complete credited cast:,Episode complete credited cast:,4,5,NA,Episode
Frasier Crane,Kelsey Grammer,4,5,main,Frasier
Daphne Moon,Jane Leeves,4,5,main,Daphne
Niles Crane,David Hyde Pierce,4,5,main,Niles
Roz Doyle,Peri Gilpin,4,5,main,Roz
Bulldog Briscoe,Dan Butler,4,5,recurring,Bulldog
Martin Crane,John Mahoney,4,5,main,Martin
Rick,Todd Babcock,4,5,other,Rick
Episode complete credited cast:,Episode complete credited cast:,4,6,NA,Episode
Frasier Crane,Kelsey Grammer,4,6,main,Frasier
Daphne Moon,Jane Leeves,4,6,main,Daphne
Niles Crane,David Hyde Pierce,4,6,main,Niles
Roz Doyle,Peri Gilpin,4,6,main,Roz
Martin Crane,John Mahoney,4,6,main,Martin
Sir Trevor Ainsley,Fritz Weaver,4,6,other,Sir
Susan Kendall,Natalija Nogulich,4,6,other,Susan
Steve Kendall,Francis X. McCarthy,4,6,other,Steve
Usher,Sally Champlin,4,6,other,Usher
Rob Mandel,James Cunningham,4,6,other,Rob
Ticket Seller,Joe Howard,4,6,other,Ticket
Bartender,Simon Brooke,4,6,recurring,Bartender
Waitress,Lynn Tufeld,4,6,recurring,Waitress
Episode complete credited cast:,Episode complete credited cast:,4,7,NA,Episode
Frasier Crane,Kelsey Grammer,4,7,main,Frasier
Daphne Moon,Jane Leeves,4,7,main,Daphne
Niles Crane,David Hyde Pierce,4,7,main,Niles
Roz Doyle,Peri Gilpin,4,7,main,Roz
Martin Crane,John Mahoney,4,7,main,Martin
Poppy,Katie Finneran,4,7,other,Poppy
Kenny Daly,Tom McGowan,4,7,recurring,Kenny
Gil Chesterton,Edward Hibbert,4,7,recurring,Gil
Episode complete credited cast:,Episode complete credited cast:,4,8,NA,Episode
Frasier Crane,Kelsey Grammer,4,8,main,Frasier
Daphne Moon,Jane Leeves,4,8,main,Daphne
Niles Crane,David Hyde Pierce,4,8,main,Niles
Roz Doyle,Peri Gilpin,4,8,main,Roz
Martin Crane,John Mahoney,4,8,main,Martin
Mel Karnofsky,Jane Adams,4,8,recurring,Mel
Todd Peterson,Alan Tudyk,4,8,other,Todd
Kenny Daly,Tom McGowan,4,8,recurring,Kenny
Andrew,James Whitson,4,8,other,Andrew
Margaret,Elizabeth Alley,4,8,other,Margaret
Chip,Sean Smith,4,8,other,Chip
Lucy,Kyme,4,8,other,Lucy
Episode complete credited cast:,Episode complete credited cast:,4,9,NA,Episode
Frasier Crane,Kelsey Grammer,4,9,main,Frasier
Daphne Moon,Jane Leeves,4,9,main,Daphne
Niles Crane,David Hyde Pierce,4,9,main,Niles
Roz Doyle,Peri Gilpin,4,9,main,Roz
Martin Crane,John Mahoney,4,9,main,Martin
Frank,Tom Irwin,4,9,recurring,Frank
"Joe, Delivery Man",Byrne Offutt,4,9,other,"Joe,"
Nurse,Lisa Arning,4,9,recurring,Nurse
Waitress,Mary Jo Mecca,4,9,recurring,Waitress
Tom,Anthony Edwards,4,9,recurring,Tom
Kenny Daly,Tom McGowan,4,9,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,4,10,NA,Episode
Frasier Crane,Kelsey Grammer,4,10,main,Frasier
Daphne Moon,Jane Leeves,4,10,main,Daphne
Niles Crane,David Hyde Pierce,4,10,main,Niles
Roz Doyle,Peri Gilpin,4,10,main,Roz
Martin Crane,John Mahoney,4,10,main,Martin
Jen,Zooey Deschanel,4,10,other,Jen
Stu,Bradley Whitford,4,10,other,Stu
Kenny Daly,Tom McGowan,4,10,recurring,Kenny
Episode cast overview:,Episode cast overview:,4,11,NA,Episode
Frasier Crane,Kelsey Grammer,4,11,main,Frasier
Daphne Moon,Jane Leeves,4,11,main,Daphne
Niles Crane,David Hyde Pierce,4,11,main,Niles
Roz Doyle,Peri Gilpin,4,11,other,Roz
Martin Crane,John Mahoney,4,11,main,Martin
Ronee Lawrence,Wendie Malick,4,11,recurring,Ronee
Episode complete credited cast:,Episode complete credited cast:,5,1,NA,Episode
Frasier Crane,Kelsey Grammer,5,1,main,Frasier
Daphne Moon,Jane Leeves,5,1,main,Daphne
Niles Crane,David Hyde Pierce,5,1,main,Niles
Roz Doyle,Peri Gilpin,5,1,main,Roz
Martin Crane,John Mahoney,5,1,main,Martin
Aunt Patrice,Kathleen Noone,5,1,other,Aunt
Doug,Jeff Daniels,5,1,other,Doug
Episode complete credited cast:,Episode complete credited cast:,5,2,NA,Episode
Frasier Crane,Kelsey Grammer,5,2,main,Frasier
Daphne Moon,Jane Leeves,5,2,main,Daphne
Niles Crane,David Hyde Pierce,5,2,main,Niles
Roz Doyle,Peri Gilpin,5,2,main,Roz
Martin Crane,John Mahoney,5,2,main,Martin
Duke,John LaMotta,5,2,other,Duke
Joe,Jack Wallace,5,2,other,Joe
Leo,Bill Gratton,5,2,recurring,Leo
Episode complete credited cast:,Episode complete credited cast:,5,3,NA,Episode
Frasier Crane,Kelsey Grammer,5,3,main,Frasier
Daphne Moon,Jane Leeves,5,3,main,Daphne
Niles Crane,David Hyde Pierce,5,3,main,Niles
Roz Doyle,Peri Gilpin,5,3,main,Roz
Martin Crane,John Mahoney,5,3,main,Martin
Joe DeCarlo,Tony Carreiro,5,3,other,Joe
